board_id,month,lights_kwh,equipment_kwh,hvac_kwh,total_kwh,peak_total_kw
board_0BApDNy4b68xPmOWc6g5bB,1,1163.65,0,0,1163.65,4.197
board_0BApDNy4b68xPmOWc6g5bB,2,1022.5,0,0,1022.5,4.197
board_0BApDNy4b68xPmOWc6g5bB,3,1133.78,0,0,1133.78,4.197
board_0BApDNy4b68xPmOWc6g5bB,4,1072.73,0,0,1072.73,4.197
board_0BApDNy4b68xPmOWc6g5bB,5,1163.65,0,0,1163.65,4.197
board_0BApDNy4b68xPmOWc6g5bB,6,1086.73,0,0,1086.73,4.197
board_0BApDNy4b68xPmOWc6g5bB,7,1119.78,0,0,1119.78,4.197
board_0BApDNy4b68xPmOWc6g5bB,8,1163.65,0,0,1163.65,4.197
board_0BApDNy4b68xPmOWc6g5bB,9,1042.86,0,0,1042.86,4.197
board_0BApDNy4b68xPmOWc6g5bB,10,1163.65,0,0,1163.65,4.197
board_0BApDNy4b68xPmOWc6g5bB,11,1116.6,0,0,1116.6,4.197
board_0BApDNy4b68xPmOWc6g5bB,12,1089.91,0,0,1089.91,4.197
board_0BApDNy4b68xPmOWc6g7w6,1,3637.16,0,0,3637.16,13.119
board_0BApDNy4b68xPmOWc6g7w6,2,3195.96,0,0,3195.96,13.119
board_0BApDNy4b68xPmOWc6g7w6,3,3543.81,0,0,3543.81,13.119
board_0BApDNy4b68xPmOWc6g7w6,4,3352.97,0,0,3352.97,13.119
board_0BApDNy4b68xPmOWc6g7w6,5,3637.16,0,0,3637.16,13.119
board_0BApDNy4b68xPmOWc6g7w6,6,3396.74,0,0,3396.74,13.119
board_0BApDNy4b68xPmOWc6g7w6,7,3500.03,0,0,3500.03,13.119
board_0BApDNy4b68xPmOWc6g7w6,8,3637.16,0,0,3637.16,13.119
board_0BApDNy4b68xPmOWc6g7w6,9,3259.62,0,0,3259.62,13.119
board_0BApDNy4b68xPmOWc6g7w6,10,3637.16,0,0,3637.16,13.119
board_0BApDNy4b68xPmOWc6g7w6,11,3490.09,0,0,3490.09,13.119
board_0BApDNy4b68xPmOWc6g7w6,12,3406.68,0,0,3406.68,13.119
board_0BApDNy4b68xPmOWc6g7wd,1,577.79,0,0,577.79,2.084
board_0BApDNy4b68xPmOWc6g7wd,2,507.7,0,0,507.7,2.084
board_0BApDNy4b68xPmOWc6g7wd,3,562.96,0,0,562.96,2.084
board_0BApDNy4b68xPmOWc6g7wd,4,532.65,0,0,532.65,2.084
board_0BApDNy4b68xPmOWc6g7wd,5,577.79,0,0,577.79,2.084
board_0BApDNy4b68xPmOWc6g7wd,6,539.6,0,0,539.6,2.084
board_0BApDNy4b68xPmOWc6g7wd,7,556.01,0,0,556.01,2.084
board_0BApDNy4b68xPmOWc6g7wd,8,577.79,0,0,577.79,2.084
board_0BApDNy4b68xPmOWc6g7wd,9,517.82,0,0,517.82,2.084
board_0BApDNy4b68xPmOWc6g7wd,10,577.79,0,0,577.79,2.084
board_0BApDNy4b68xPmOWc6g7wd,11,554.43,0,0,554.43,2.084
board_0BApDNy4b68xPmOWc6g7wd,12,541.18,0,0,541.18,2.084
board_0BApDNy4b68xPmOWc6gBjW,1,191.91,0,2262.21,2454.12,49.158
board_0BApDNy4b68xPmOWc6gBjW,2,168.63,0,1991.14,2159.77,49.281
board_0BApDNy4b68xPmOWc6gBjW,3,186.98,0,1051.15,1238.13,33.867
board_0BApDNy4b68xPmOWc6gBjW,4,176.91,0,3938.85,4115.76,30.808
board_0BApDNy4b68xPmOWc6gBjW,5,191.91,0,7981.92,8173.83,31.713
board_0BApDNy4b68xPmOWc6gBjW,6,179.22,0,8367.01,8546.23,32.582
board_0BApDNy4b68xPmOWc6gBjW,7,184.67,0,8666.57,8851.24,32.398
board_0BApDNy4b68xPmOWc6gBjW,8,191.91,0,8944.15,9136.06,32.56
board_0BApDNy4b68xPmOWc6gBjW,9,171.99,0,7771.11,7943.09,30.822
board_0BApDNy4b68xPmOWc6gBjW,10,191.91,0,6128.84,6320.75,30.162
board_0BApDNy4b68xPmOWc6gBjW,11,184.15,0,1158.46,1342.6,15.126
board_0BApDNy4b68xPmOWc6gBjW,12,179.75,0,1011.14,1190.89,42.126
board_0YlieLMgD4O9YRLNjlwdJN,1,100.86,0,0,100.86,0.364
board_0YlieLMgD4O9YRLNjlwdJN,2,88.63,0,0,88.63,0.364
board_0YlieLMgD4O9YRLNjlwdJN,3,98.27,0,0,98.27,0.364
board_0YlieLMgD4O9YRLNjlwdJN,4,92.98,0,0,92.98,0.364
board_0YlieLMgD4O9YRLNjlwdJN,5,100.86,0,0,100.86,0.364
board_0YlieLMgD4O9YRLNjlwdJN,6,94.2,0,0,94.2,0.364
board_0YlieLMgD4O9YRLNjlwdJN,7,97.06,0,0,97.06,0.364
board_0YlieLMgD4O9YRLNjlwdJN,8,100.86,0,0,100.86,0.364
board_0YlieLMgD4O9YRLNjlwdJN,9,90.39,0,0,90.39,0.364
board_0YlieLMgD4O9YRLNjlwdJN,10,100.86,0,0,100.86,0.364
board_0YlieLMgD4O9YRLNjlwdJN,11,96.78,0,0,96.78,0.364
board_0YlieLMgD4O9YRLNjlwdJN,12,94.47,0,0,94.47,0.364
board_0YlieLMgD4O9YRLNjlwdJu,1,3805.88,0,0,3805.88,13.727
board_0YlieLMgD4O9YRLNjlwdJu,2,3344.21,0,0,3344.21,13.727
board_0YlieLMgD4O9YRLNjlwdJu,3,3708.2,0,0,3708.2,13.727
board_0YlieLMgD4O9YRLNjlwdJu,4,3508.5,0,0,3508.5,13.727
board_0YlieLMgD4O9YRLNjlwdJu,5,3805.88,0,0,3805.88,13.727
board_0YlieLMgD4O9YRLNjlwdJu,6,3554.31,0,0,3554.31,13.727
board_0YlieLMgD4O9YRLNjlwdJu,7,3662.39,0,0,3662.39,13.727
board_0YlieLMgD4O9YRLNjlwdJu,8,3805.88,0,0,3805.88,13.727
board_0YlieLMgD4O9YRLNjlwdJu,9,3410.82,0,0,3410.82,13.727
board_0YlieLMgD4O9YRLNjlwdJu,10,3805.88,0,0,3805.88,13.727
board_0YlieLMgD4O9YRLNjlwdJu,11,3651.99,0,0,3651.99,13.727
board_0YlieLMgD4O9YRLNjlwdJu,12,3564.71,0,0,3564.71,13.727
board_0irh5V91zCcfh8lHZeV4Fq,1,14.27,0,0,14.27,0.051
board_0irh5V91zCcfh8lHZeV4Fq,2,12.54,0,0,12.54,0.051
board_0irh5V91zCcfh8lHZeV4Fq,3,13.91,0,0,13.91,0.051
board_0irh5V91zCcfh8lHZeV4Fq,4,13.16,0,0,13.16,0.051
board_0irh5V91zCcfh8lHZeV4Fq,5,14.27,0,0,14.27,0.051
board_0irh5V91zCcfh8lHZeV4Fq,6,13.33,0,0,13.33,0.051
board_0irh5V91zCcfh8lHZeV4Fq,7,13.74,0,0,13.74,0.051
board_0irh5V91zCcfh8lHZeV4Fq,8,14.27,0,0,14.27,0.051
board_0irh5V91zCcfh8lHZeV4Fq,9,12.79,0,0,12.79,0.051
board_0irh5V91zCcfh8lHZeV4Fq,10,14.27,0,0,14.27,0.051
board_0irh5V91zCcfh8lHZeV4Fq,11,13.7,0,0,13.7,0.051
board_0irh5V91zCcfh8lHZeV4Fq,12,13.37,0,0,13.37,0.051
board_0v5ZMY9z92W9XFjubzgo4H,1,17.85,0,0,17.85,0.064
board_0v5ZMY9z92W9XFjubzgo4H,2,15.68,0,0,15.68,0.064
board_0v5ZMY9z92W9XFjubzgo4H,3,17.39,0,0,17.39,0.064
board_0v5ZMY9z92W9XFjubzgo4H,4,16.45,0,0,16.45,0.064
board_0v5ZMY9z92W9XFjubzgo4H,5,17.85,0,0,17.85,0.064
board_0v5ZMY9z92W9XFjubzgo4H,6,16.67,0,0,16.67,0.064
board_0v5ZMY9z92W9XFjubzgo4H,7,17.17,0,0,17.17,0.064
board_0v5ZMY9z92W9XFjubzgo4H,8,17.85,0,0,17.85,0.064
board_0v5ZMY9z92W9XFjubzgo4H,9,16.0,0,0,16.0,0.064
board_0v5ZMY9z92W9XFjubzgo4H,10,17.85,0,0,17.85,0.064
board_0v5ZMY9z92W9XFjubzgo4H,11,17.13,0,0,17.13,0.064
board_0v5ZMY9z92W9XFjubzgo4H,12,16.72,0,0,16.72,0.064
board_0v5ZMY9z92W9XFjubzgo4t,1,6.31,0,0,6.31,0.023
board_0v5ZMY9z92W9XFjubzgo4t,2,5.55,0,0,5.55,0.023
board_0v5ZMY9z92W9XFjubzgo4t,3,6.15,0,0,6.15,0.023
board_0v5ZMY9z92W9XFjubzgo4t,4,5.82,0,0,5.82,0.023
board_0v5ZMY9z92W9XFjubzgo4t,5,6.31,0,0,6.31,0.023
board_0v5ZMY9z92W9XFjubzgo4t,6,5.9,0,0,5.9,0.023
board_0v5ZMY9z92W9XFjubzgo4t,7,6.08,0,0,6.08,0.023
board_0v5ZMY9z92W9XFjubzgo4t,8,6.31,0,0,6.31,0.023
board_0v5ZMY9z92W9XFjubzgo4t,9,5.66,0,0,5.66,0.023
board_0v5ZMY9z92W9XFjubzgo4t,10,6.31,0,0,6.31,0.023
board_0v5ZMY9z92W9XFjubzgo4t,11,6.06,0,0,6.06,0.023
board_0v5ZMY9z92W9XFjubzgo4t,12,5.91,0,0,5.91,0.023
board_0ySY4lCdb6wP8OlE3GnJKj,1,7405.78,1515.75,5060.64,13982.17,141.696
board_0ySY4lCdb6wP8OlE3GnJKj,2,6507.43,1336.35,4377.21,12221.0,132.64
board_0ySY4lCdb6wP8OlE3GnJKj,3,7215.7,1480.37,3124.44,11820.51,90.272
board_0ySY4lCdb6wP8OlE3GnJKj,4,6827.12,1406.83,11261.22,19495.17,116.289
board_0ySY4lCdb6wP8OlE3GnJKj,5,7405.78,1515.75,21980.5,30902.02,117.782
board_0ySY4lCdb6wP8OlE3GnJKj,6,6916.26,1420.57,23324.19,31661.01,120.426
board_0ySY4lCdb6wP8OlE3GnJKj,7,7126.57,1466.63,24163.06,32756.26,120.03
board_0ySY4lCdb6wP8OlE3GnJKj,8,7405.78,1515.75,24912.91,33834.43,120.282
board_0ySY4lCdb6wP8OlE3GnJKj,9,6637.05,1371.45,21497.07,29505.58,115.274
board_0ySY4lCdb6wP8OlE3GnJKj,10,7405.78,1515.75,16933.47,25854.99,114.113
board_0ySY4lCdb6wP8OlE3GnJKj,11,7106.33,1455.95,3611.26,12173.54,75.102
board_0ySY4lCdb6wP8OlE3GnJKj,12,6936.5,1431.25,2560.9,10928.65,110.614
board_0ySY4lCdb6wP8OlE3GnJLh,1,42.8,0,0,42.8,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,2,37.61,0,0,37.61,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,3,41.7,0,0,41.7,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,4,39.46,0,0,39.46,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,5,42.8,0,0,42.8,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,6,39.97,0,0,39.97,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,7,41.19,0,0,41.19,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,8,42.8,0,0,42.8,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,9,38.36,0,0,38.36,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,10,42.8,0,0,42.8,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,11,41.07,0,0,41.07,0.154
board_0ySY4lCdb6wP8OlE3GnJLh,12,40.09,0,0,40.09,0.154
board_1BFJi9GR9EgeQt8GQ9ASY_,1,246.48,0,0,246.48,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,2,216.58,0,0,216.58,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,3,240.16,0,0,240.16,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,4,227.22,0,0,227.22,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,5,246.48,0,0,246.48,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,6,230.19,0,0,230.19,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,7,237.19,0,0,237.19,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,8,246.48,0,0,246.48,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,9,220.9,0,0,220.9,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,10,246.48,0,0,246.48,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,11,236.52,0,0,236.52,0.889
board_1BFJi9GR9EgeQt8GQ9ASY_,12,230.86,0,0,230.86,0.889
board_1BFJi9GR9EgeQt8GQ9AUhL,1,33.83,0,0,33.83,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,2,29.73,0,0,29.73,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,3,32.96,0,0,32.96,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,4,31.19,0,0,31.19,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,5,33.83,0,0,33.83,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,6,31.6,0,0,31.6,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,7,32.56,0,0,32.56,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,8,33.83,0,0,33.83,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,9,30.32,0,0,30.32,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,10,33.83,0,0,33.83,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,11,32.46,0,0,32.46,0.122
board_1BFJi9GR9EgeQt8GQ9AUhL,12,31.69,0,0,31.69,0.122
board_1BFJi9GR9EgeQt8GQ9AWs2,1,19.6,0,0,19.6,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,2,17.22,0,0,17.22,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,3,19.1,0,0,19.1,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,4,18.07,0,0,18.07,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,5,19.6,0,0,19.6,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,6,18.31,0,0,18.31,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,7,18.86,0,0,18.86,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,8,19.6,0,0,19.6,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,9,17.57,0,0,17.57,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,10,19.6,0,0,19.6,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,11,18.81,0,0,18.81,0.071
board_1BFJi9GR9EgeQt8GQ9AWs2,12,18.36,0,0,18.36,0.071
board_1BFJi9GR9EgeQt8GQ9AYuy,1,4.95,0,0,4.95,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,2,4.35,0,0,4.35,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,3,4.82,0,0,4.82,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,4,4.56,0,0,4.56,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,5,4.95,0,0,4.95,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,6,4.62,0,0,4.62,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,7,4.76,0,0,4.76,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,8,4.95,0,0,4.95,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,9,4.44,0,0,4.44,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,10,4.95,0,0,4.95,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,11,4.75,0,0,4.75,0.018
board_1BFJi9GR9EgeQt8GQ9AYuy,12,4.64,0,0,4.64,0.018
board_1IIV9b5Dr84eaHsxik87Mo,1,4.71,0,0,4.71,0.017
board_1IIV9b5Dr84eaHsxik87Mo,2,4.14,0,0,4.14,0.017
board_1IIV9b5Dr84eaHsxik87Mo,3,4.59,0,0,4.59,0.017
board_1IIV9b5Dr84eaHsxik87Mo,4,4.34,0,0,4.34,0.017
board_1IIV9b5Dr84eaHsxik87Mo,5,4.71,0,0,4.71,0.017
board_1IIV9b5Dr84eaHsxik87Mo,6,4.4,0,0,4.4,0.017
board_1IIV9b5Dr84eaHsxik87Mo,7,4.54,0,0,4.54,0.017
board_1IIV9b5Dr84eaHsxik87Mo,8,4.71,0,0,4.71,0.017
board_1IIV9b5Dr84eaHsxik87Mo,9,4.22,0,0,4.22,0.017
board_1IIV9b5Dr84eaHsxik87Mo,10,4.71,0,0,4.71,0.017
board_1IIV9b5Dr84eaHsxik87Mo,11,4.52,0,0,4.52,0.017
board_1IIV9b5Dr84eaHsxik87Mo,12,4.41,0,0,4.41,0.017
board_1T4Dk9Ojj9rOi06EMenZ3G,1,1109.64,0,0,1109.64,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,2,975.04,0,0,975.04,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,3,1081.16,0,0,1081.16,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,4,1022.94,0,0,1022.94,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,5,1109.64,0,0,1109.64,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,6,1036.29,0,0,1036.29,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,7,1067.8,0,0,1067.8,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,8,1109.64,0,0,1109.64,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,9,994.46,0,0,994.46,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,10,1109.64,0,0,1109.64,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,11,1064.77,0,0,1064.77,4.002
board_1T4Dk9Ojj9rOi06EMenZ3G,12,1039.32,0,0,1039.32,4.002
board_1T4Dk9Ojj9rOi06EMenZ3N,1,13758.96,18646.07,5002.05,37407.09,236.558
board_1T4Dk9Ojj9rOi06EMenZ3N,2,12089.96,16439.26,4009.18,32538.39,215.769
board_1T4Dk9Ojj9rOi06EMenZ3N,3,13405.83,18210.87,3680.9,35297.6,157.349
board_1T4Dk9Ojj9rOi06EMenZ3N,4,12683.9,17306.24,11948.6,41938.75,192.435
board_1T4Dk9Ojj9rOi06EMenZ3N,5,13758.96,18646.07,21417.88,53822.91,193.973
board_1T4Dk9Ojj9rOi06EMenZ3N,6,12849.5,17475.26,22366.06,52690.82,195.688
board_1T4Dk9Ojj9rOi06EMenZ3N,7,13240.24,18041.85,23064.99,54347.08,194.969
board_1T4Dk9Ojj9rOi06EMenZ3N,8,13758.96,18646.07,23828.84,56233.87,195.57
board_1T4Dk9Ojj9rOi06EMenZ3N,9,12330.78,16871.04,20805.6,50007.41,191.478
board_1T4Dk9Ojj9rOi06EMenZ3N,10,13758.96,18646.07,16814.4,49219.44,190.394
board_1T4Dk9Ojj9rOi06EMenZ3N,11,13202.63,17910.47,3973.4,35086.49,162.247
board_1T4Dk9Ojj9rOi06EMenZ3N,12,12887.11,17606.65,2382.15,32875.9,160.78
board_1WxTmsBPD4Sf77udYi3J2P,1,87.85,0,0,87.85,0.317
board_1WxTmsBPD4Sf77udYi3J2P,2,77.19,0,0,77.19,0.317
board_1WxTmsBPD4Sf77udYi3J2P,3,85.59,0,0,85.59,0.317
board_1WxTmsBPD4Sf77udYi3J2P,4,80.98,0,0,80.98,0.317
board_1WxTmsBPD4Sf77udYi3J2P,5,87.85,0,0,87.85,0.317
board_1WxTmsBPD4Sf77udYi3J2P,6,82.04,0,0,82.04,0.317
board_1WxTmsBPD4Sf77udYi3J2P,7,84.53,0,0,84.53,0.317
board_1WxTmsBPD4Sf77udYi3J2P,8,87.85,0,0,87.85,0.317
board_1WxTmsBPD4Sf77udYi3J2P,9,78.73,0,0,78.73,0.317
board_1WxTmsBPD4Sf77udYi3J2P,10,87.85,0,0,87.85,0.317
board_1WxTmsBPD4Sf77udYi3J2P,11,84.29,0,0,84.29,0.317
board_1WxTmsBPD4Sf77udYi3J2P,12,82.28,0,0,82.28,0.317
board_1WxTmsBPD4Sf77udYi3J3n,1,53.53,0,0,53.53,0.193
board_1WxTmsBPD4Sf77udYi3J3n,2,47.04,0,0,47.04,0.193
board_1WxTmsBPD4Sf77udYi3J3n,3,52.16,0,0,52.16,0.193
board_1WxTmsBPD4Sf77udYi3J3n,4,49.35,0,0,49.35,0.193
board_1WxTmsBPD4Sf77udYi3J3n,5,53.53,0,0,53.53,0.193
board_1WxTmsBPD4Sf77udYi3J3n,6,49.99,0,0,49.99,0.193
board_1WxTmsBPD4Sf77udYi3J3n,7,51.51,0,0,51.51,0.193
board_1WxTmsBPD4Sf77udYi3J3n,8,53.53,0,0,53.53,0.193
board_1WxTmsBPD4Sf77udYi3J3n,9,47.97,0,0,47.97,0.193
board_1WxTmsBPD4Sf77udYi3J3n,10,53.53,0,0,53.53,0.193
board_1WxTmsBPD4Sf77udYi3J3n,11,51.36,0,0,51.36,0.193
board_1WxTmsBPD4Sf77udYi3J3n,12,50.14,0,0,50.14,0.193
board_1WxTmsBPD4Sf77udYi3J3x,1,8.0,0,0,8.0,0.029
board_1WxTmsBPD4Sf77udYi3J3x,2,7.03,0,0,7.03,0.029
board_1WxTmsBPD4Sf77udYi3J3x,3,7.8,0,0,7.8,0.029
board_1WxTmsBPD4Sf77udYi3J3x,4,7.38,0,0,7.38,0.029
board_1WxTmsBPD4Sf77udYi3J3x,5,8.0,0,0,8.0,0.029
board_1WxTmsBPD4Sf77udYi3J3x,6,7.47,0,0,7.47,0.029
board_1WxTmsBPD4Sf77udYi3J3x,7,7.7,0,0,7.7,0.029
board_1WxTmsBPD4Sf77udYi3J3x,8,8.0,0,0,8.0,0.029
board_1WxTmsBPD4Sf77udYi3J3x,9,7.17,0,0,7.17,0.029
board_1WxTmsBPD4Sf77udYi3J3x,10,8.0,0,0,8.0,0.029
board_1WxTmsBPD4Sf77udYi3J3x,11,7.68,0,0,7.68,0.029
board_1WxTmsBPD4Sf77udYi3J3x,12,7.49,0,0,7.49,0.029
board_1aUKvm5Vn6pB1ZfN1xydf8,1,1628.3,34.12,0,1662.43,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,2,1430.79,30.08,0,1460.87,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,3,1586.51,33.33,0,1619.84,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,4,1501.08,31.67,0,1532.75,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,5,1628.3,34.12,0,1662.43,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,6,1520.67,31.98,0,1552.65,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,7,1566.92,33.02,0,1599.93,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,8,1628.3,34.12,0,1662.43,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,9,1459.29,30.87,0,1490.16,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,10,1628.3,34.12,0,1662.43,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,11,1562.47,32.78,0,1595.24,5.986
board_1aUKvm5Vn6pB1ZfN1xydf8,12,1525.13,32.22,0,1557.35,5.986
board_1uPDbvw6L0MgNr4AW2hEsV,1,8339.64,47.28,0,8386.93,30.236
board_1uPDbvw6L0MgNr4AW2hEsV,2,7328.02,41.69,0,7369.71,30.236
board_1uPDbvw6L0MgNr4AW2hEsV,3,8125.6,46.18,0,8171.78,30.236
board_1uPDbvw6L0MgNr4AW2hEsV,4,7688.02,43.88,0,7731.91,30.236
board_1uPDbvw6L0MgNr4AW2hEsV,5,8339.64,47.28,0,8386.93,30.236
